"Stop","Daily On","Daily Off","Daily Load","AM Peak On","AM Peak Off","AM Peak Load","Midday On","Midday Off","Midday Load","School  On","School Off","School Load","PM Peak On","PM Peak Off","PM Peak Load","Evening On","Evening Off","Evening Load","Owl On","Owl Off","Owl Load"
"36-Teresita to Balboa Park BART Weekday",,,,,,,,,,,,,,,,,,,,,
"Forest Hill Station NW-NS","331","0","356","47","0","58","102","0","113","51","0","51","88","0","89","31","0","33","12","0","12"
"Woodside Ave&Balceta Ave SW-NS","2","0","358","0","0","58","2","0","115","0","0","51","0","0","89","0","0","33","0","0","12"
"Woodside Ave&Hernandez Ave SW-NS","0","7","351","0","0","58","0","3","112","0","3","48","0","1","88","0","0","33","0","0","12"
"Woodside Ave&Ulloa St SW-NS","0","4","347","0","0","58","0","1","111","0","3","45","0","0","88","0","0","33","0","0","12"
"Woodside Ave&Portola Dr W-NS","26","61","312","1","22","37","3","15","99","4","4","45","18","16","90","0","4","29","0","0","12"
"Fowler Ave&Portola Dr S-FS","13","12","313","2","3","36","3","2","100","6","2","49","1","5","86","1","0","30","0","0","12"
"Teresita Blvd&Evelyn Way W-NS","7","7","313","0","1","35","3","1","102","0","1","48","2","4","84","2","0","32","0","0","12"
"Teresita Blvd&Isola Way S-FS","2","5","310","0","3","32","0","0","102","0","0","48","2","1","85","0","1","31","0","0","12"
"Reposa Way&Teresita Blvd N-FS","6","17","282","3","1","34","3","4","101","0","2","46","0","6","79","0","4","22",,,
"Reposa Way&Myra Way N-NS","3","9","276","0","0","34","2","0","103","0","0","46","1","8","72","0","1","21",,,
"Myra Way&Omar Way SW-FS","1","38","239","0","1","33","0","33","70","0","0","46","1","4","69","0","0","21",,,
"555 Myra Way SW-FS","1","21","219","0","0","33","0","1","69","1","13","34","0","6","63","0","1","20",,,
"Myra Way&Molimo Dr NE-NS","5","19","205","4","4","33","0","1","68","0","2","32","1","9","55","0","3","17",,,
"Myra Way&Dalewood Way N-NS/BZ","5","18","192","1","0","34","2","8","62","1","1","32","1","5","51","0","4","13",,,
"Myra Way&Molimo Dr SW-NS","7","9","190","4","2","36","0","2","60","0","0","32","3","5","49","0","0","13",,,
"555 Myra Way NE-FS","1","1","190","0","0","36","1","0","61","0","1","31","0","0","49","0","0","13",,,
"Myra Way&Omar Way SE-NS","5","2","193","1","0","37","2","0","63","0","0","31","2","2","49","0","0","13",,,
"Myra Way&Reposa Way SE-NS/FL","3","0","196","1","0","38","0","0","63","1","0","32","1","0","50","0","0","13",,,
"Teresita Blvd&Reposa Way S-FS","4","12","205","3","1","40","0","1","62","0","2","30","1","2","49","0","0","18","0","6","6"
"Teresita Blvd&Gaviota Way SW-NS","1","1","205","0","0","40","1","1","62","0","0","30","0","0","49","0","0","18","0","0","6"
"Teresita Blvd&El Sereno Ct SW-FS","3","5","203","2","0","42","1","2","61","0","3","27","0","0","49","0","0","18","0","0","6"
"Teresita Blvd&Bella Vista Way NW-NS","3","4","202","1","0","43","0","0","61","0","1","26","2","2","49","0","0","18","0","1","5"
"636 Teresita Blvd SW-FS","3","2","203","3","0","46","0","1","60","0","0","26","0","0","49","0","1","17","0","0","5"
"Teresita Blvd&Foerster St N-NS","4","4","203","4","0","50","0","0","60","0","1","25","0","3","46","0","0","17","0","0","5"
"Teresita Blvd&Stillings Ave NW-NS","2","9","196","1","0","51","0","2","58","0","0","25","0","2","44","0","5","12","1","0","6"
"900 Teresita Blvd NE-NS/AB","1","7","190","0","0","51","0","2","56","1","0","26","0","5","39","0","0","12","0","0","6"
"Teresita Blvd&Foerster St NE-NS","1","5","186","0","0","51","1","1","56","0","4","22","0","0","39","0","0","12","0","0","6"
"Foerster St&Mangels Ave NW-NS","1","6","181","0","0","51","1","2","55","0","0","22","0","4","35","0","0","12","0","0","6"
"Monterey Blvd&Foerster St NW-FS","5","15","171","3","3","51","1","0","56","1","6","17","0","5","30","0","1","11","0","0","6"
"Gennessee St&Monterey Blvd SW-FS","9","10","170","2","0","53","4","0","60","0","0","17","0","5","25","2","3","10","1","2","5"
"Gennessee St&Flood Ave NW-NS","9","9","170","7","0","60","1","5","56","0","0","17","1","2","24","0","1","9","0","1","4"
"Judson Ave&Gennessee St NW-FS","15","13","172","4","2","62","4","8","52","4","0","21","2","2","24","1","1","9","0","0","4"
"Phelan Ave&Judson Ave SW-FS/BZ","8","5","175","2","1","63","4","1","55","0","0","21","1","3","22","1","0","10","0","0","4"
"City College Phelan Campus SW-FS","8","2","181","2","0","65","3","2","56","0","0","21","1","0","23","2","0","12","0","0","4"
"City College Bookstore SW-FS/BZ","17","33","165","3","5","63","9","11","54","2","8","15","3","6","20","0","3","9","0","0","4"
"Ocean Ave&Howth St SE-FS/BZ","1","0","166","0","0","63","0","0","54","0","0","15","0","0","20","1","0","10","0","0","4"
"Ocean Ave&Balboa Bart  S-MB/BZ","0","23","143","0","13","50","0","10","44","0","0","15","0","0","20","0","0","10","0","0","4"
"San Jose Ave&Ocean Ave SW-FS/BZ","2","22","123","2","14","38","0","1","43","0","2","13","0","5","15","0","0","10","0","0","4"
"Geneva Balboa Bart Station NE-MB/BZ","0","115","8","0","37","1","0","42","1","0","10","3","0","13","2","0","10","0","0","3","1"
"Total Passenger Boardings ","515","532",,"103","113",,"153","163",,"72","69",,"132","131",,"41","43",,"14","13",
"Subject to disclaimer at www.sfmta.com/tepdata",,,,,,,,,,,,,,,,,,,,,
